Date,Message,Image Link,Likes,Comments,Shares,Link Clicks,Engagements,Reach,Organic Reach,Impressions
2023-07-27,"From CAP class members to on-site bartenders to our event attendees — Everyone knew exactly how to 'squeeze the day' at Tales of the Cocktail day 4️⃣!🍹🎊 Check out our recap of yesterday.

🔘 Born This Gay: Free Your Spirit Extravaganza Ball presented by Tequila Cazadores 
🔘 Creating Access to Equity within the Beverage Industry presented by Pronghorn.Co 
🔘 GHIA : No & Low Pop-Up
🔘 Don Q Rum La Factoria
🔘 The Jones Assembly: Guest Shift
🔘 Monkey Shoulder Disco Nap
🔘Hendrick's Gin House of Wonders
🔘 The Busker Irish Whiskey - Masterclass and Mixology Session
🔘 Wilderton  Non-Alcoholic Botanical Spirits: Small Day Event

📸: Cory Fontenot 
📸: James French
📸: Joseph Vidrine
📸: Rush Jagoe

#totc2023 #TalesoftheCocktail2023",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/363345461_670083518484048_1263709142505634088_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=HSgGUc3fN0gQ7kNvgEQSN1i&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYD_cR2EGjw6DA5ECE2oztHlpYqnIg3UcWo7QQn5L2iyHg&oe=66F6688F,24,0,0,0,26,3140,4025,4630
2023-07-28,"We don't have any mixed feelings about yesterday's mixed drink festivities — Nothing but love + celebration on day 5️⃣ of Tales of the Cocktail!🍹✨ We filled our Thursday with tasty sips and spirited events including:

🔘 17th Annual Spirited Awards with official media partner Forbes 
🔘 Discover Your Aura: Presented By Teremana 
🔘 Second Line by Uncle Nearest Premium Whiskey 
🔘 El Tequileño  & Fortaleza : Hecho en Tequila 
🔘 Singapore x Tales Residency featuring Republic Bar 
🔘 Forbidden Bourbon: Spirited Dinner at Turkey and the Wolf 
🔘 Filipino x Flamenco Mash-Up Dinner: The Cocktail Guru, Milkfish, and Gonzalez Byass
🔘 Libbey Pro Maker's Cocktail Contest Experience
🔘 Fever-Tree Mixers USA Bloody Mary Bar

📷: Cory Fontenot, James French & Bryan Tarnowski 

#totc2023 #TalesoftheCocktail2023",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/364155737_670641208428279_1485008251387456368_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=v3G2oU1FpSIQ7kNvgFFa7Cu&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBQzRm0RYtpkZOR3yYLG2N45umx_pNcYsU2EWSTW_TrFQ&oe=66F66287,20,2,2,0,26,2792,3583,4184
2023-07-28,"🔶 Congratulations to our 2023 Spirited Award winners for International categories! 🔶

🔸 Giorgio Bargiani — The Connaught Bar, London, UK — International Bartender of the Year presented by The Busker 
🔸 Ago Perrone — Best International Bar Mentor presented by Tales of the Cocktail 
🔸 Nicola Riske — The Macallan — Best International Brand Ambassador presented by Tales of the Cocktail 
🔸 ALQUÍMICO — Cartagena, Colombia — Best International Bar Team presented by Angostura House
🔸 SIPS Barcelona — Barcelona, Spain — Best International Cocktail Bar presented by Patrón Tequila
🔸 Jigger and Pony at the Amara Hotel — Singapore — Best International Hotel Bar presented by Perrier
🔸 Analogue Initiative — Singapore — Best International Restaurant Bar presented by Tales of the Cocktail
🔸 Line Athens — Athens, Greece — Best New International Cocktail Bar presented by Diageo Bar Academy 

Learn more about our 2023 Spirited Awards winners here: https://bit.ly/3OwzhL4

Special thanks to Forbes, our 2023 Spirited Awards Official Media Partner.

#2023SpiritedAwards #SA2023 #SpiritedAwards #2023SATop4 #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/363442747_670667678425632_9065284547072730438_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=127cfc&_nc_ohc=H6SBNyXrhMYQ7kNvgGpHokl&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYAWn42Dst7vBlo9TiaNgo1zHbZjsTtOz80KpreumIfnUA&oe=66F6569F,99,0,10,76,127,2521,5155,5488
2023-07-28,"🔸 Congratulations to our 2023 Helen David, Timeless and Visionary Spirited Award Winners! 🔸

🔸 Desmond Payne MBE — The 2023 Helen David Lifetime Achievement Award recipient presented by William Grant & Sons Inc 
🔸 Tiki Ti — The 2023 Timeless U.S. Award recipient presented by Tales of the Cocktail 
🔸Long Bar at the Raffles Hotel Singapore — The 2023 Timeless International Award recipient presented by Tales of the Cocktail 
🔸 Tiffanie Barriere — The 2023 Tales Visionary Award recipient presented by Johnnie Walker 

Learn more about our 2023 Spirited Awards winners here: https://bit.ly/3OwzhL4

Special thanks to Forbes, our 2023 Spirited Awards Official Media Partner.

#2023SpiritedAwards #SA2023 #SpiritedAwards #2023SATop4 #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/363996020_670567661768967_5060124801121504495_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=7okP0lNo4kcQ7kNvgHtSH_k&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBw1Ty0CNmA8tTpWfA4x4CUpDsG06tV5zw-UgFPWusUMA&oe=66F65064,18,0,6,18,24,631,1269,1344
2023-07-28,"🔸 Congratulations to our 2023 Spirited Award winners for Spirits and World's Best categories! 🔸

🔸 Sips Barcelona — Barcelona, Spain — World's Best Bar presented by Tales of the Cocktail 
🔸 MARTINI & ROSSI Floreale Non Alcoholic Aperitivo — Best New Spirit or Cocktail Ingredient presented by Lyre's Spirit Co 
🔸 Double Chicken Please — New York, NY — World’s Best Cocktail Menu presented by Diageo Bar Academy 
🔸 Raised By Wolves  — San Diego, CA — World’s Best Spirits Selection presented by Tales of the Cocktail 

Learn more about our 2023 Spirited Awards winners here: https://bit.ly/3OwzhL4

Special thanks to Forbes, our 2023 Spirited Awards Official Media Partner.

#2023SpiritedAwards #SA2023 #SpiritedAwards #2023SATop4 #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/363965073_670637805095286_6804375487204186241_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=vG3OY31m2LMQ7kNvgGE6ufK&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBjvzaOyGjcatRO1zAxisgYN8iSkT5uzVHsEVfaR9RajA&oe=66F655D8,15,0,1,12,15,642,1191,1240
2023-07-28,"🔸 Congratulations to our 2023 Spirited Award winners for U.S. categories! 🔸

🔸 Christine Wiseman — Marygold’s Brasserie / Broken Shaker, Miami, FL — U.S. Bartender of the Year presented by Pernod Ricard USA 
🔸 Chris Patino — Best U.S. Bar Mentor presented by BarSmarts 
🔸 Vance Henderson — Hendrick’s Gin — Best U.S. Brand Ambassador presented by Libbey Pro 
🔸 Happy Accidents — Albuquerque, NM — Best U.S. Bar Team presented by William Grant & Sons Inc 
🔸 Century Grand — Phoenix, AZ — Best U.S. Cocktail Bar presented by Absolut 
🔸 Hey Love at The Jupiter — Portland, OR — Best U.S. Hotel Bar presented by Grey Goose
🔸 Cafe La Trova — Miami, FL — Best U.S. Restaurant Bar presented by Amaro Montenegro  & Select Aperitivo
🔸 Martiny’s — New York, NY — Best New U.S. Cocktail Bar presented by Diageo Bar Academy

Learn more about our 2023 Spirited Awards winners here: https://bit.ly/3OwzhL4

Special thanks to Forbes, our 2023 Spirited Awards Official Media Partner.

#2023SpiritedAwards #SA2023 #SpiritedAwards #2023SATop4 #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/364022003_670650498427350_142663763417020800_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=g5Z-zu-c7AAQ7kNvgHm01_-&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBYQRIpjmk8AKzgphKCY2Ptc-u7AJXFPNG_Ikhn6L3srw&oe=66F67E8F,22,1,2,0,27,5660,6737,7768
2023-07-28,"🔸 Congratulations to our 2023 Spirited Award winners for Writing and Media categories! 🔸

🔸 “The Great Mezcal Heist” by Emma Janzen, for Eater — Best Cocktail & Spirits Writing presented by Tales of the Cocktail 
🔸 Punch — Best Cocktail & Spirits Publication presented by Tales of the Cocktail 
🔸 The Speakeasy Podcast — Best Broadcast, Podcast, or Online Video Series presented by Tales of the Cocktail 
🔸 The Bartender’s Manifesto by Toby Maloney with Emma Janzen — Best New Cocktail or Bartending Book presented by Tales of the Cocktail 
🔸 Modern Caribbean Rum: A Contemporary Reference to the Region’s Essential Spirit by Matt Pietrek and Carrie Smith — Best New Book on Drinks Culture, History, or Spirits presented by Tales of the Cocktail 

Learn more about our 2023 Spirited Awards winners here: https://bit.ly/3OwzhL4

Special thanks to Forbes, our 2023 Spirited Awards Official Media Partner.

#2023SpiritedAwards #SA2023 #SpiritedAwards #2023SATop4 #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/363990630_670611175097949_7482765940607164325_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=BvLjdQdrhEQQ7kNvgETgni-&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBsvx2LQvIB_kGYcsHfdyM39s41XPKoN0KovdiUNpbXag&oe=66F6538F,16,1,2,6,16,1076,1664,1816
2023-07-29,"Much like the best drinks, it was bittersweet parting ways with our friends + family on Tales of the Cocktail day 6️⃣.❤️🍹 Check out our recap of yesterday's final festivities!

🔘 Tales Catalyst Luncheon
🔘 Meet the Distillers
🔘 12th Annual Pig & Punch presented by The Bon Vivants 
🔘 Casa Lumbre Spirits Presents: House of Fire

📸 Rush Jagoe, Joseph Vidrine, Cory Fontenot, & Bryan Tarnowski

#totc2023 #TalesoftheCocktail2023",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/362664733_671105418381858_3808213206096883811_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=yAmUJe7zoGYQ7kNvgHRTrj1&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYD48S_TpKChIQULvnFV_bdcGY2lSHuPkMTCHQe86TkhOQ&oe=66F66D90,34,0,1,0,39,4734,5765,6557
2023-07-30,"Thank you for getting into the spirit of spirits with us at Tales of the Cocktail 2023.❤️🍹

We hope you enjoyed your time learning + celebrating among your fellow drinks industry professionals, friends, and family — We can't wait to do it all over again with you next year!🔮

📸: James French",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/363951486_670779865081080_1617748342443543397_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=KKw1leu3rHsQ7kNvgFhSgvG&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYAnviYOGFpf0em0eIBfiC3VLvNbSMz9Xb1cDutlzI3VQw&oe=66F66E71,17,0,1,0,21,1811,2382,2482
2023-08-01,"Our 2023 Spirited Awards winners are now updated and live in the TOTCF Spirit Awards Directory!🏆 

The Spirit Awards Directory is an interactive, global map of the Spirited Awards winners, nominees, and honorees from the past 15 years! 

🍹 Discover the best of the cocktail community and raise a glass to the 2023 Spirited Awards winners here: https://bit.ly/3t9QUoZ

#2023SpiritedAwards #SpiritedAwards #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/363969177_672789158213484_2208885659302720987_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Xc4w048kwpQQ7kNvgEudZbH&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYCwTgpKZmPyD38TBikFwkQnUp0aN7svzVV8sKO7FTH0xQ&oe=66F65315,7,0,0,2,8,2052,2382,2441
2023-08-02,"The New Orleans Spirit Competition recognizes spirits from top producers worldwide and sets the stage for a dazzling display, showcasing and celebrating the best spirits available today!

🏅 Find this year's #NOSC Medalists, Spirits of the Year, and Packaging Excellence here: https://bit.ly/44QLGyX",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/365270275_673201118172288_7262462314818393267_n.jpg?stp=dst-jpg_s720x720&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=aaIBqHkAMs0Q7kNvgFHxJgy&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYC4I_keyFnxBc8PHHSt4FNZBxiXvE9B8UR7KzOW1E40-A&oe=66F67120,9,0,0,2,10,2011,2427,2493
2023-08-04,"Indulge in the smoothness of this 🔴 Red Velvet 🔴 recipe from Cesar Fabrizio (IG: fabrizio_astudillo)! ⬇️

🥃 45 ml The Glenlivet 15
🍷 37.5 ml Dolin Blanc
🔴 7.5 ml Cranberry
🍋 6 Drops of Citrus Solution
🍊 2 Drops of Orange Bitters

📸: Yorch A (IG: @y.o.r.c.h)

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/365144484_673256604833406_1020076766883037173_n.jpg?stp=dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=GjimA1BNswUQ7kNvgG6FDnb&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYA2xeWTxrgQFmO8J3_xLkuBafmvWhkggwz5_7Dl8LSpWQ&oe=66F67CC7,8,0,1,0,10,1842,2160,2160
2023-08-07,"Get ready to raise the bar in sustainability – TOTCF's Sustainable Cocktail Challenge sponsored by Flor de Caña is here! 🌱

This global competition inspires the bartending community to become champions of sustainability and build a greener future together by creating spectacular cocktails using sustainable ingredients and techniques.

🏆 For a chance to win $10,000 and the ""Flor de Caña World's Most Sustainable Bartender"" title at the Global Final in Nicaragua this February, enter your sustainable cocktail here: https://bit.ly/44XbkSV

#FlordeCanaSustainableCocktailChallenge2024 #SustainableChallenge #FlordeCaña",https://scontent-fra5-2.xx.fbcdn.net/v/t15.5256-10/363876741_1098054747824530_8627837131435489202_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=7965db&_nc_ohc=2FhSdmSBkocQ7kNvgF8ivN6&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYC_1-XvLHfB9wJ4ByAjMRFe9fZbkJKVR7gMRC5154CsIA&oe=66F68472,5,0,0,2,5,423,654,667
2023-08-07,"How was your time at Tales of the Cocktail 2023? We'd love to hear about it! 🌟 

Help us make next year's event even more amazing by completing our UNO Economic Impact Survey and be entered for a chance to win 2 VIP Tickets for Tales of the Cocktail 2024! 🎉

Take the survey and let your voice be heard ➡️ https://bit.ly/3KvKHw7

#totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/365682510_675984437893956_1781562325348181620_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=hrAd8HqVEosQ7kNvgFayzvZ&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYCAlifGCkzEG0JpI1AxpWkP_JJVsGLHsj34bQJuSejY9Q&oe=66F66304,8,0,0,1,9,1887,2152,2227
2023-08-07,"📣 Calling service industry professionals! Tales of the Cocktail Foundation, with the help of our incredible partners, has some exciting programming coming up – with chances to win trips to the U.K., Mexico, or Nicaragua and prizes up to $20,000! Whether you're interested in sustainability, specific products, or flexing creativity, you won't want to miss the chance to get involved. 

Subscribe to our newsletter for more information on each opportunity and links to sign up delivered right to your inbox here: https://bit.ly/43RDsp8

Photography by: Bryan Tarnowski

#totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/365740119_675972484561818_192157599267507726_n.jpg?stp=dst-jpg_p720x720&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Co6FCdqmhyQQ7kNvgHdXU_i&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYB3oBwii1CMl8Y0xj--aU90Xgac1j5_tUf0nAyKRD-2CQ&oe=66F674B0,10,0,0,0,10,1497,1742,1758
2023-08-08,"🌟 Beyond the Bar at #TalesoftheCocktail2023 was an incredible journey of empowerment and well-being! 

Participants dove into a world of health & wellness workshops, no & low options, and daily fitness activities while fostering inclusivity and strengthening the drinks industry community.🍹

Photography by: Cory Fontenot
Photography by: James French
Photography by: Joseph Vidrine 

#totc2023 #totc #totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/366040442_676171071208626_6698458087661059253_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=ghKfxAnoaqMQ7kNvgH093HU&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYB1fSSbAa26x990Ee9yKB73RZc8jH1k4Ho45u6zUh1Qhw&oe=66F67F1D,10,0,0,0,11,932,1180,1397
2023-08-09,"Green with envy over this 🟩 Green Team 🟩 recipe from The Bitter Fairy (IG: @the_bitterfairy)! ⬇️

🍸 2 oz Mezcal
🥒 A Few Big Chunks of Cucumber
🟩 1 oz Lime Juice
🌶️ A Few Slices of Jalapeno – To Taste
🍯 1/2 oz Agave Syrup – To Taste
🟩 Zest of One Lime
🧂 Small Pinch of Salt

✨ Blend all ingredients, fine strain and adjust proportions to taste (you might like a bit more agave or mezcal or salt.)
✨ Shake strained liquid with ice and serve over ice. Optional: salted rim.

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/366531608_677051917787208_138013473199515352_n.jpg?stp=dst-jpg_s720x720&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=OTEp7TZV2v4Q7kNvgFmmbcQ&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBu3q9SGOnc-F3gK_KGnL9sL4ZzkaDaoLN6po8DaknAxw&oe=66F64F7F,10,1,1,0,12,1507,1789,1876
2023-08-10,"We're raising a glass to the resounding success of the 2023 Catalyst Luncheon! Under its new name, the Catalyst Luncheon brought together industry trailblazers who shatter barriers and work to build a more inclusive industry.🥂🎉

This year's honorees, Tara Fougner and Anistatia Miller, exemplify the spirit of excellence and dedication that drives positive change in the cocktail world.🍹 We can't wait to see how the Catalyst Luncheon continues to inspire and empower future generations! 

Special thanks to our Catalyst Luncheon presenting sponsors SevenFifty Daily and 21Seeds Infused Tequila, supporting sponsors Don Q, House of Delola, Johnnie Walker, and Laird & Company and the Catalyst Luncheon Media Partner Beverage Media Group

Photography by: Rush Jagoe

#2023TalesCatalysts #TalesCatalysts #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/366639202_677745177717882_8507385179126747631_n.jpg?stp=dst-jpg_p720x720&_nc_cat=111&ccb=1-7&_nc_sid=127cfc&_nc_ohc=jBMJc7gro98Q7kNvgFTRy1u&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYA_BsLgCrdC9zeK2YrJ-jEQgvFEmTdJx2raZKAPdRgbaQ&oe=66F67FAB,21,0,1,0,28,3211,3732,3861
2023-08-13,"Sip, sip, sorbet – it's #NationalProseccoDay! Celebrate the day with this 🍨 Sgroppino 🍾 recipe from Kevin Kos (IG: kevin_kos)! ⬇️

🍨 2 Large Scoops of Lemon Sorbet
🍸 0.75 oz Vodka
🍾 3 oz Prosecco

🎥 Sašo Veber (IG: @sasooveber)
🎬 Robi Fišer (IG: @robifiser)

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/366702526_678315097660890_815198019513017977_n.jpg?stp=dst-jpg_s720x720&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=jAfxe6nfCu4Q7kNvgHyXDf0&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYCDN0lVjuVOjsZqy0D1s_O5umEfd3igCa0yks29pa_p3g&oe=66F68415,8,0,2,0,9,2138,2494,2577
2023-08-15,"Reliving the unforgettable moments shared at the VisitSingapore x Tales of the Cocktail Residency at #TalesoftheCocktail2023!🎉 

From electrifying mixology to inspiring discussions on the future of cocktails, it was an experience like no other!

Photography by: Cory Fontenot

#SingaporexTales #visitsingapore #totc2023 #totc #totcf #STB2023

VisitSingapore | FURA | The Elephant Room Singapore | NO SLEEP CLUB | Republic Bar | Singapore Tourism Board  | Aviation Gin | Campari | Don Julio Tequila | EDITION Hotels | Hendrick's Gin | Johnnie Walker | Ketel One | Lagavulin | Libbey Pro | Martell | Woodford Reserve | Zacapa Rum",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/366606537_680359197456480_3220557760153160059_n.jpg?stp=dst-jpg_s720x720&_nc_cat=111&ccb=1-7&_nc_sid=127cfc&_nc_ohc=tio1XvDNlK0Q7kNvgFihnl4&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBVWNIgluTYaT9Zk63-b4tCPm7y5VT4r4FP1E_-9FSJig&oe=66F66EF5,22,0,0,0,22,1284,1535,1672
2023-08-16,"Shoutout to the Cocktail Apprentice Program stars who turned every pour into perfection at #TalesoftheCocktail2023!👏

These bartenders have the opportunity to hone their skills while learning about the history and future of their craft during the Tales of The Cocktail conference. #totc2023 was successful because of their dedication, creativity & passion!🌟🍹

Photography by: Cory Fontenot

#totc #totcf #CAP2023 #CAPWhiteCoat2023 #CAPBlackCoat2023 #CAPGreyCoat2023 #CAPRedCoat2023",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/368028857_680905540735179_2983595975223801788_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=VjjIre6E97IQ7kNvgHkRyDE&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYC_1HjegwZDOK5arK47kFgg49DDqg52wmsChDKqdPM8eQ&oe=66F66D28,9,0,0,0,17,2761,3225,3497
2023-08-17,"Celebrating diversity, inclusivity and innovation at #TalesoftheCocktail2023 through the eyes of Gabrielle Pharms!🍹🌟
 
Gabrielle takes us on a flavor-filled adventure through seminars, tastings, and more in this Essence article ⬇️",https://external-fra5-1.xx.fbcdn.net/emg1/v/t13/13846789644799236100?url=https%3A%2F%2Fwww.essence.com%2Fwp-content%2Fuploads%2F2023%2F08%2Fthumbnail_image001.jpg%3Fwidth%3D1200&fb_obo=1&utld=essence.com&ccb=13-1&stp=dst-emg0_fr_q75&ur=50234c&_nc_sid=64c8fc&oh=06_Q399TNIySDfeQDeLJI411A4koxQUqFLMgf4_nVZmYSVxnlA&oe=66F28652,9,0,0,24,10,2030,2319,2393
2023-08-18,"Attendees had the opportunity to meet distillers, founders, and blenders of over 30 renowned brands at the 2023 Meet the Distillers. 

🥃 At the celebration, we also toasted Kings County Distillery, which triumphed as the well-deserved Distillery of the Year! 🏆

Special thanks to Imbibe, the official partner of the 2023 Meet the Distillers.

Photography by: Cory Fontenot

#totc2023 #TalesoftheCocktail2023 #totc #totcf #imbibe",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/368018899_681356540690079_3926613744981165144_n.jpg?stp=dst-jpg_s720x720&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=JqwizKDaUM8Q7kNvgHLvFgr&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYD-JbPd7mUgh5IlXKgCWISzhC9NrsFetDRfKWkq7tp9XQ&oe=66F65AD2,21,2,1,0,22,4645,5386,5606
2023-08-19,"In a galaxy of cocktails, this 🌌 Bantha Fizz 🌌 recipe from Jonathan (IG: @thebittergringo) reigns supreme!⬇️

🍹 Pisco
🥝 Kiwi Purée
💙 Blue Curaçao
🌌 Aquafaba
🍋 Lemon Juice
💚 Lime Bitters
🌊 Splash of Soda

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/368024038_681361487356251_2818201472662586447_n.jpg?stp=dst-jpg_s720x720&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=lc4PR4xk6SoQ7kNvgGtGhBH&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBXMaWaIE8NYMBsckWzmf-UNrNUZt0cbkEVIojo__A5Og&oe=66F681F5,6,0,0,0,8,1746,2060,2096
