Date,Message,Image Link,Likes,Comments,Shares,Link Clicks,Engagement,Reach,Organic Reach,Impressions
2023-03-21,"We're feeling 'vine' & dandy on #VermouthDay!🍷 Celebrate the aromatized wine with the recipe for 🤷‍♀️Why Not Both?🤷‍♂️� from @wisecraft_mixology! ⬇️⁠
⁠
🤷‍♀️ 2 ounces @drink818 Tequila Infused with Butterfly Pea Petals⁠
🤷‍♂️ @ransomspirits' 1/2 ounce Dry Vermouth⁠
🤷‍♀️ 2 dashes Wisecraft Allspice Bitters⁠
🤷‍♂️ @giffard_liqueurs_syrups' Rinse of Creme de Violette ⁠
⁠
🤷‍♀️ Garnish with a @luxardoofficial cherry⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra5-1.cdninstagram.com/v/t51.2885-15/337142021_1180888813312717_4171605167662567192_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=253QLtgrb5EQ7kNvgF0PrVG&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYDh_w5ZmONF_KMbIM_08BmTJy-aKttoCylTa1GbOdBcvg&oe=66F941A6,674,15,,,789,15141,,16083
2023-03-23,"We're teaming up with @stb_sg to celebrate the multifaceted culture and talent within the island nation. Discover your home away from home with @nosleepclubsg — Neither bar, restaurant nor café, yet all of the above!🔮🥂⁠
⁠
What began after hours as a 4-seat bar in a coffee shop, No Sleep Club has evolved into an all-day space approachable to anyone in the neighborhood.🏘 Their knowledge of modern techniques make ""comfort drinks"" including vodka sodas and gin & tonics the best versions of themselves!✨ ⁠
⁠
Learn more about No Sleep Club and other ways TOTCF is teaming up with Singapore Tourism Board at the link in bio!🔗⁠
⁠
#SingaporexTales #visitSingapore #TOTC2023",https://scontent-fra5-2.cdninstagram.com/v/t51.2885-15/337563393_1143472340382102_3939862085743596441_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=mvWdJO4hR_YQ7kNvgGF7jKZ&_nc_ht=scontent-fra5-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYCqLs61kRxrAN0-14-6WGsg84hbGsirMfsXgpFZfemn_A&oe=66F91D2D,188,0,,,198,6770,,8195
2023-03-24,"Our followers are as fly as a Mai Tai and mo'fun than a Mojito.🧡 We could go on and on, and we will because it's National #CocktailDay!🍹🎉 ⁠
⁠
Thank you for sharing your unique recipes and inspiring creativity for cocktails with us each and every day. We're celebrating with a 🥒Blackberry Gin Smash🥒 from @empress1908gin! ⬇️⁠
⁠
🥒 2 oz Empress 1908 Gin⁠
🥒 3 oz Tonic Water⁠
🥒 5-6 Blackberries⁠
🥒 Cucumber⁠
⁠
🥒 Garnish with Cucumber Slice or Rose⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra3-2.cdninstagram.com/v/t51.2885-15/337755519_1245238573035337_1946676863200922610_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=YVcmF3EynXkQ7kNvgG4vU4M&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYAHvma5mQ6st7FytoSxTu5XLwYOxoiwJvggLJwOEIpSTw&oe=66F92F0E,659,15,,,788,14646,,15944
2023-03-25,"Want to be featured on our pages leading up to #totc2023?🤩 All you have to do is give us your #totc stories!💬⁠
⁠
Has a Tales of the Cocktail event:⁠
⁠
👉 Educated you with new craft techniques and/or business training?⁠
👉 Advanced your professional career?⁠
👉 Supported you through mentorship opportunities?⁠
⁠
We want to know!✨ Submit your answers at the link in bio.🔗⁠
⁠
#MeetAtTales #MeetAtTales2023 #totcf",https://scontent-fra3-2.cdninstagram.com/v/t51.2885-15/337537053_193748946734875_5298219634413085905_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=yYZLUR0Zfh0Q7kNvgEOMNL4&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYA6Vxv0XhJays6kDVxdpld5a4W8FV4_vIeodIrNCxpHYw&oe=66F91876,164,3,,,178,5843,,7337
2023-03-26,"#DYK: The Caipirinha is Brazil's national cocktail?🇧🇷 Today, we're sipping on a twist of the traditional drink with the 🥥Caipirinha v2🫑 from @trials_00 at @waxlight_bar_a_vin in Buffalo, NY! ⬇️⁠
⁠
🥥 Coconut-Washed Cachaca⁠
🫑 Gentiane⁠
🥥 Passionfruit⁠
🫑 Bell Pepper⁠
🥥 Lime⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/337753142_703455021530456_98873534491754008_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=hnSjRUKzscYQ7kNvgEAFva8&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYD6oLDRftPlx71QzpyLWLuQDb623KqZ_Ix0-KhwtLel4Q&oe=66F9265B,314,8,,,384,10172,,10804
2023-03-27,"This recipe is true top-shelf material, and a great way to celebrate International #WhiskeyDay!🥃🎉 Enjoy the 🫂Close Friend🫂 cocktail from @alex_vowles at the @hawthornlounge in Wellington, New Zealand! ⬇️ ⁠
⁠
🥃 45ml Rye Whiskey⁠
🥃 5ml Demerara 2:1⁠
🥃 5ml Maraschino Liqueur⁠
🥃 5ml House Made Curacao⁠
🥃 2 dashes each Angostura and Orange bitters⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/337838881_736111821393966_2402344674110539106_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=XITU2K6lXZwQ7kNvgHGhUjn&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYCrz5SHXBjZHWqFrMfcxJhpU8A2cO4wNzW29cfJZT7qmQ&oe=66F9429B,144,3,,,169,5085,,5380
2023-03-28,"Checking-in to #TOTC2023?🍹 We recommend checking-out the charm, convenience and culture our event hotel blocks have to offer: ⁠
⁠
📍 Hyatt Centric French Quarter (@hyattcentricfrenchquarter),⁠
📍 Courtyard Marriott Iberville,⁠
📍 Four Seasons (@fshotelneworleans),⁠
📍 Royal Sonesta (@royalsonestano),⁠
📍Virgin Hotels (@virginhotelsnola)⁠
📍 And JW Marriott (@jwmarriottnola)!⁠
⁠
Tales of the Cocktail attendees are invited to secure their stay early for the July 23 - 28 global cocktail conference. Learn more about our hotel blocks at the link in bio!🔗⁠
⁠
#totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra3-2.cdninstagram.com/v/t51.2885-15/337926984_622454613029449_8644473653726571223_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=mmdCyjv8CCoQ7kNvgEXY9IO&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYCk4X7vLymM-h5hRBM3DJOqsm18QIEag39kmVrBEW0GDQ&oe=66F92F22,143,5,,,179,8719,,9515
2023-03-29,"Shame on us for not trying this recipe sooner! Enjoy the 💔Fool Me Once💔 cocktail from @elmer.mejicanos at @causwells in San Francisco, CA! ⬇️⁠
⁠
💔 @monkeyshoulder Whisky⁠
💔 Egg⁠
💔 Sake⁠
💔 Yuzu⁠
💔 Rice Cream⁠
⁠
💔 Garnish with Burnt Rice Paper Love Letter⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/338233169_1332912190916512_2979160356691391665_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=DiQ1qngxJMcQ7kNvgGs8UVc&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYCGwr3eaeYbfPQA8GNZIo_AVdDeTK9IZxpKM0RQReARXA&oe=66F93526,1033,14,,,1272,27037,,29580
2023-03-31,"Who needs GPS when you have 🗺The Guild Navigator🗺 from @albiwashdc? Continue straight ahead and arrive at the recipe for their cocktail below! ⬇️⁠
⁠
🗺 Toki Japanese Whisky⁠
🗺 Lebanese Seven Spice⁠
🗺 Lime⁠
🗺 Topo Chico⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra5-2.cdninstagram.com/v/t51.2885-15/338711559_616750340297877_2777575134274797602_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=QQeyBrHf1qMQ7kNvgExDJFN&_nc_ht=scontent-fra5-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYBWCaVWqjhW97ht2LBM6UTQeS6EuHIeOhvLFEIhzRT-bg&oe=66F94201,139,2,,,155,5462,,5792
2023-04-02,"It's almost time to get into the spirit of spirits — Tickets for #TOTC2023 go live in just 1️⃣ Month!🥂 ⁠
⁠
This year, we're embracing the theme of vitalization at the global cocktail conference to encapsulate the hospitality community’s:⁠
⁠
✨ Vibrancy,⁠
✨ Adaptability⁠
✨ And its unmatched kinetic energy!⁠
⁠
Each of which brings so much life to our shared experience. Learn more about what to expect at Tales of the Cocktail 2023 at the link in bio.🔗",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/339117282_1392772791490857_8269580496594148966_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=3bwG_gu5sNYQ7kNvgEHbVQP&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYBG_82v4ymw16QawymFY2ccZzsAro-T0_svei6RZwPpJw&oe=66F93615,177,2,,,192,9705,,10128
2023-04-02,"Your #AprilFools Day may have been full of pranks, but you know what they say, 🍄Shiitake Happens!🍄 Check out this recipe from @elmer.mejicanos at @causwells! ⬇️⁠
⁠
🍄 1 oz @absolutvodka⁠
🍄 1.5 oz Mushroom Infused Fiero @martinirossius⁠
🍄 3 dashes of Caribbean Bitters⁠
🍄 .25 oz Simple Syrup⁠
🍄 .75 oz Lime Juice⁠
🍄 5 drops of Saline⁠
⁠
🍄 Garnish with Passion Fruit Foam and 5 Dots of Angostura Bitters⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra5-1.cdninstagram.com/v/t51.2885-15/338842044_1391694774925204_5788473613672796285_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=Dq_wkAPxVVYQ7kNvgEXsUJu&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYDK_Cszipu6kstY8XIQUTVf10KG76M_JAKw5XqcKwxx0g&oe=66F91156,985,11,,,1188,23512,,24736
2023-04-05,"🗣 Calling all cocktail enthusiasts + fellow spirits community members — Help us make a lasting impact with Tales of the Cocktail 2023 by volunteering for the event!🍹⁠
⁠
We're looking for volunteers to assist with seminars, tasting rooms and more, July 23-28! Consider making the most of your trip to New Orleans by helping us put on the best global cocktail conference we can. Volunteers who work two shifts will receive a complimentary Tasting Room access Wristband.⁠
⁠
Our volunteer application is live now! Sign up at the link in bio.🔗⁠
⁠
#totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-2.cdninstagram.com/v/t51.2885-15/339851695_761751528957738_903152457084961536_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=M99-TJ8XEb4Q7kNvgGKuULv&_nc_ht=scontent-fra5-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYBtu1ijVSR9AzjnDXby_bGaPGzEhbd9kZQpf29qGvdBKA&oe=66F937CF,263,2,,,377,17045,,17542
2023-04-06,"🍌 Going bananas over this 🐒Monkey Business🐒 cocktail! Check out the recipe below from @employeesonlyny and @sne_dc! ⬇️⁠
⁠
🐒 @monkeyshoulder ⁠
🐒 Lime Juice⁠
🍍 Pineapple Juice⁠
🍌 Banana Liqueur⁠
🐒 Cinnamon⁠
🐒 Islay Scotch Spritz⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/339995785_983476459480696_2815481783875780929_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=HqaT3QdEd0EQ7kNvgGQgQsN&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYB4ojCXppFEieJVr3i2L_LetLnu_qfn-gpPcBymBzg4aA&oe=66F94265,729,10,,,904,16975,,17272
2023-04-07,"👋Say hello to the people overseeing the integrity of TOTC 2023 educational programming — Introducing our Education Advisory Committee!🎉⁠
⁠
From proposal to execution, these committee members have gone through three rounds of judging and interviews to curate seminars that address the interests, needs, and goals of bartenders and the hospitality industry worldwide through 3️⃣ distinct lenses:⁠
⁠
🍹 Business,⁠
🍸 Culture⁠
🥃 Or Beyond the Bar!⁠
⁠
Meet the members of our Education Advisory Committee at the link in bio. 🌎🍸

@indra_kantono @laurenmote @typicalchanel @aracarvallo @apday @deathandcompany @laura.louise.green @brandongrusd @min.drinks @rebecca_sturt_1 @whisky_marvel @drinking.violet @giuggifoca @cullened @ali.dedianko @bannie_k @kmotsi @cocktailwhisperer @the.cocktail.nymph @hollygrahamdrinks @gregoiredrinks @andrew_hobo @hannahlanfear82 @nanacoppertone @jzimmerman_tx @nicolariske_ @benja_benja",https://scontent-fra3-2.cdninstagram.com/v/t51.2885-15/340195606_216886001024787_6396159582940020571_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=DKSU8zZ88AQQ7kNvgF6subP&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYCZ3EhLZ0hubNzvVwACK8VJBOSeR_9CLEUSDZYo9nVZqA&oe=66F90A8F,197,14,,,223,6532,,8226
2023-04-09,"Tomorrow may be Monday, but we have a reason to keep your 'gin' up — It's #NationalGinAndTonicDay! Celebrate with this 💜 Cerulea Gin and Tonic 💜 recipe from @thebitterfairy!🍸⁠
⁠
💜 2 oz Cerulea Gin @holystonedistilling⁠
💜 4 oz Tonic Water⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9⁠
⁠
#totcf",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/340152979_182759950821938_8070703934286475454_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=5YrXs6xisWAQ7kNvgFEOxBs&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYAntQhY8OjsTua_7VOxbNgxSGxZtYZqCkAlRD_i001yzg&oe=66F93508,288,3,,,340,8607,,9054
2023-04-10,"You're the 🍎Apple of My Rye🍎 and so is this recipe from @oddduckaustin in Austin, Texas! ⬇️⁠
⁠
🍎 @redemptionwhiskey⁠
🍎 @peychaudsaperitivo⁠
🍎 Bénédictine D.O.M Liqueur⁠
🍎 Charred Apple Syrup⁠
🍋 Lemon⁠
⁠
📸: @dandeliongatherings⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra3-2.cdninstagram.com/v/t51.2885-15/340501290_1505336543329022_124051980054073303_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=M-vT6TsOXPgQ7kNvgEZbOQN&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYB79WIPiiqH6NR7mT4221flzvBJ8-1RIHP14oQ5Ot3WAQ&oe=66F9398D,209,3,,,242,7463,,7839
2023-04-12,"Lady Liberty's personal favorite – a 🗽New York Sour!🗽 Enjoy this cocktail recipe from @cheerstohappyhour! ⬇️⁠
⁠
🗽 1.5 oz Bourbon⁠
🗽 0.75 oz Lemon Juice⁠
🗽 0.75 oz Simple Syrup⁠
🗽 1 drop of Orange Blossom Water⁠
🗽 1-2 oz Red Wine⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra5-2.cdninstagram.com/v/t51.2885-15/340497162_262875436082049_1211417679744721534_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=HlGCmxRxLroQ7kNvgF-LaUC&_nc_ht=scontent-fra5-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYAAuF7fVKe5dko00dfanGYwklneKmd61gMxogYdP5nRYw&oe=66F92A00,434,2,,,522,12648,,12810
2023-04-13,"We're teaming up with @stb_sg to celebrate the multifaceted culture and talent within the island nation. Discover a showcase of the 1960s, a decade when Singapore gained independence, with @republicbarsg!🥂✨⁠
⁠
Republic pays homage to an era where freedom, expression, and individuality were celebrated. Inspired by the influential hallmarks of the 1960s, its extensive cocktail menu and vintage collection of spirits creates a vintage house party that you don't want to miss!🎊⁠
⁠
Learn more about Republic and other ways TOTCF is teaming up with Singapore Tourism Board at the link in bio.🔗⁠
⁠
#SingaporexTales #visitSingapore #TOTC2023⁠
⁠
@visit_singapore | @woodfordreserve | @libbeypro | @cocktailkingdom | @campariusa | @johnniewalker | @pernodricard",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/340814821_3332323030411594_7242375920648971243_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=SYR2URO5X7oQ7kNvgHW0s6-&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYD7J2zwKR9exiRaDtVpKJWW8N0Gq7wFNA_YmenO5WSzUw&oe=66F93B4D,256,7,,,291,7068,,8317
2023-04-14,"It's finally Friday so we're movin', groovin', and heading straight to Funky Town with this 🕺Funky Fields🕺 recipe from @dogmacocktails! ⬇️⁠
⁠
🕺 Laphroaig 10 Year⁠
🎶 Cacao⁠
🕺 Strawberry ⁠
🎶 Orange⁠
🕺 Lemon⁠
🎶 Bitters⁠
⁠
📸: @projected_by_m⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra5-1.cdninstagram.com/v/t51.2885-15/341171581_945576773138840_8035463357932496111_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=DX7e56G_yg8Q7kNvgEEPh1h&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYDzavYPUCLchOj-_W-3fSYyhe74QL8RYmkNaxZJe-35Bg&oe=66F93AC3,316,2,,,350,8541,,9033
2023-04-17,"Puerto Rico, our Rum Shakers think you’re ‘San Juan’ in a million!💃✨

The Rum Shaker dance competition, presented by Bacardi (@lagranfamilia1862) and TOTCF, brought our chosen finalists to Puerto Rico, where they visited the @Bacardi Distillery and showcased their rum shakin’ skills — Take a look!🎥

#RumShakersChallenge2023",https://scontent-fra5-1.cdninstagram.com/o1/v/t16/f1/m82/D44D4DBAB3C38C4BF74BDD83BCCC639F_video_dashinit.mp4?_nc_ht=scontent-fra5-1.cdninstagram.com&vs=624143116238818_1253040670&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC9ENDRENERCQUIzQzM4QzRCRjc0QkREODNCQ0NDNjM5Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dDVGFaQlRmU0FUQTdzTUFBRjBKQzRFYzRtZDZicV9FQUFBRhUCAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJtLn7saGlsA%2FFQIoAkMzLBdATZdsi0OVgRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1AAA%3D&ccb=9-4&oh=00_AYBf30FbW9Wx2YNSbsxWWOkIwicujQsRyTtgwhErd9bnqQ&oe=66F538A8&_nc_sid=1d576d,163,1,,,176,8280,,
2023-04-19,"Just poppin’ in for National #AmarettoDay with this 🍿Almond Popcorn Sour🍿 recipe from @therealcocktailbart! ⬇️⁠
⁠
🍿 45 ml Cinecane Popcorn Rum @tastillery⁠
🍿 25 ml Amaretto⁠
🍿 15 ml Maraschino⁠
🍿 30 ml Lemon Juice ⁠
🍿 5 ml Sugar Syrup⁠
🍿 ½ Egg White⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/342376621_270390788662953_4347581476515731620_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=9UaDsAU3BlUQ7kNvgHDGR66&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYCB6xi58c_3EtrFwMOMd1AztFSkbnN6OMNma2k3KFSpZQ&oe=66F92FF7,3326,25,,,5665,58821,,68413
2023-04-21,"“In brightest day, in blackest night, no evil shall escape my sight.” 🦸 Feel like a superhero with this “Green Lantern” recipe from @gintensiv! ⬇️⁠
⁠
💚 1 oz Gin⁠
💚 1 oz Woodruff Liqueur⁠
💚 1 oz Triple Sec⁠
💚 1 oz Lime Juice⁠
💚 1 Egg White⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra5-1.cdninstagram.com/v/t51.2885-15/342520843_250292600701476_7197210670012954119_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=MlVt_gKLLJ8Q7kNvgHHxsMP&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYB6b15i_e_l62bomrH6Od9iDOE3NVdS0DEIKEFO2RKohg&oe=66F920D5,1326,12,,,1844,26582,,28573
2023-04-23,"Like Katy Perry said, ""You could travel the world, but nothing comes close to the Golden Coast!""🌅⁠
⁠
Soak up some Pacific sun with a ☀️ Trip to California 🌊 from @mas_martini at @_martinibar!⁠
⁠
☀️ Mezcal⁠
🌊 Amaro Montenegro⁠
☀️ Melograno⁠
🌊 Ibisco ⁠
☀️ Soluzione Salina⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/343254945_118166984586809_4381338279490203817_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=2cIKjVUUFEEQ7kNvgFOY3oW&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYDz6xh4v8cInSHdQUA8l147wialEU5JfBmZLC8IE7Fqng&oe=66F91335,136,0,,,143,9098,,10072
2023-04-24,"🥁Drumroll please... The 17th Annual Spirited Awards® Regional Top 10 Honorees are here!🎉⁠
⁠
TOTCF’s 2023 Spirited Awards® Regional Top 10 Honorees recognize the following categories in 8 global regions:⁠
⁠
🔸Best U.S. Bar Team presented by @williamgrantusa⁠
🔸Best International Bar Team presented by @tales_of_the_cocktail⁠
🔸Best U.S. Cocktail Bar presented by @absolutvodka⁠
🔸Best International Cocktail Bar presented by @patron⁠
🔸Best U.S. Hotel Bar presented by @greygoose⁠
🔸Best International Hotel Bar presented by @perrierusa⁠
🔸Best U.S. Restaurant Bar presented by @amaromontenegro_us and @selectaperitivousa⁠
🔸Best International Restaurant Bar presented by @tales_of_the_cocktail⁠
🔸Best New U.S. Cocktail Bar presented by @diageobarac⁠
🔸Best New International Cocktail Bar presented by @diageobarac⁠
⁠
Find the full list of honorees and more on one of the industry’s most sought-after awards at the link in bio!🔗⁠
⁠
Special thanks to @Forbes, our 2023 Spirited Awards Official Media Partner.⁠
⁠
#2023SpiritedAwards #SA2023 #SpiritedAwards #2023SARegionalHonoree #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra3-2.cdninstagram.com/v/t51.2885-15/343196223_1226489224904618_1410038879338657467_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=WjJ6UXLs_koQ7kNvgFtBNwa&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYCkoYPXgOFE250iNmJkV-CPjgKxKyVfHYja7li8DZzpdw&oe=66F938E5,1189,49,,,1466,36409,,38544
2023-04-25,"Need a drink that bites back? Then 🐍 Antivenom 🐍 is your cure! Enjoy this recipe from @jason_._holmes!⬇️⁠
⁠
🐍 2 oz Rye Whiskey⁠
🐍 1/2 oz Mango Juice, clarified⁠
🐍 1/2 oz Lime Juice, clarified⁠
🐍 1/2 oz Cumin Syrup⁠
🐍 1/4 oz Luxardo Amaro Abano @luxardousa⁠
🐍 1 ash of Scrappy’s Firewater Tincture scrappybitters⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra5-2.cdninstagram.com/v/t51.2885-15/343253423_3077766955857970_3233437852025953257_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=j48XMZFHgfoQ7kNvgEmIYfp&_nc_ht=scontent-fra5-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYBZska13_u2YTUbj_BHzaXiUzK31QHXSvQnOvc02pl8HQ&oe=66F93543,1385,20,,,1706,26840,,28503
2023-04-26,"Equal parts celebration + educational experience — Spirited Awards Presents The SG Club will be an event to remember🎉⁠
⁠
Singapore's vibrant + diverse culture makes it the perfect backdrop for cocktail innovation, and we're thrilled to be a part of it by partnering with @stb_sg. With our recent announcement of the Spirited Awards Regional Top 10 Honorees, we're celebrating in style on May 8th by bringing Tokyo's famous SG Club to Singapore. The award-winning cocktail bar, ATLAS, will host SG Club for an unforgettable evening of education, tastings, shoe shining, and more.🔮⁠
⁠
Learn more about Spirited Awards Presents SG Club at the link in bio.🔗⁠
⁠
#SingaporexTales #SpiritedAwards2023 #VisitSingapore⁠
⁠
@stb_sg | @visit_singapore | @atlasbarsg | @the_sg_club | @shingo_gokan | @woodfordreserve | @fordsgin | @johnniewalkersg | @libbeypro | @camparisg | @martellofficial",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/343288589_255957353591318_6073349741487605244_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=PgVeTa5pgxYQ7kNvgEbLpGf&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYD2A3C7Ejbc8_UY0CGUwiKvOVCEcXuxUzJTEGFuZfyBoQ&oe=66F91E1A,333,6,,,365,9999,,10522
